crew_id,first_name,last_name,role,airline_id,hire_date,status,license_number,base_airport_id
CRW001947,Joshua,Pereira,First Officer,AL0017,2001-09-13,Active,LIC-368035,APT00062
CRW001948,Christine,Robinson,Flight Attendant,AL0016,2019-12-14,Inactive,LIC-998008,APT00135
CRW001949,Carol,Diaz,Flight Attendant,AL0014,2009-07-16,Inactive,LIC-639567,APT00207
CRW001950,Paul,Wright,Flight Attendant,AL0014,2010-12-23,Active,LIC-503700,APT00017
CRW001951,Amy,Johnson,Flight Attendant,AL0004,2018-07-28,Active,LIC-152663,APT00028
CRW001952,Alexander,Williams,Flight Attendant,AL0003,1997-05-12,Active,LIC-334126,APT00045
CRW001953,Yuki,Pereira,Flight Attendant,AL0008,2020-02-03,Inactive,LIC-152466,APT00053
CRW001954,Pamela,Nelson,Flight Attendant,AL0013,2016-05-21,Active,LIC-867792,APT00038
CRW001955,Emma,Young,Flight Attendant,AL0013,2007-09-06,Active,LIC-190155,APT00033
CRW001956,Jack,Costa,Flight Attendant,AL0016,2010-09-09,On Leave,LIC-201842,APT00007
CRW001957,Steven,Roberts,Flight Attendant,AL0007,1997-05-01,Active,LIC-212039,APT00088
CRW001958,Donald,Chen,Captain,AL0018,2001-06-09,Inactive,LIC-976814,APT00181
CRW001959,Ryan,Singh,Flight Attendant,AL0009,2002-09-28,Active,LIC-973502,APT00040
CRW001960,Pamela,Thomas,Captain,AL0005,2022-07-29,Active,LIC-743352,APT00082
CRW001961,Nicole,Davis,Purser,AL0015,1998-07-17,Active,LIC-166373,APT00244
CRW001962,Charles,Ivanov,Purser,AL0003,2004-02-26,Active,LIC-553540,APT00043
CRW001963,Janet,Johnson,Flight Attendant,AL0009,1999-02-20,Active,LIC-953567,APT00247
CRW001964,Carol,Ali,Captain,AL0016,2003-12-10,Inactive,LIC-186985,APT00129
CRW001965,Fatima,Hernandez,Purser,AL0016,1995-05-02,Active,LIC-814227,APT00182
CRW001966,Gregory,Perez,Purser,AL0006,2003-07-28,Active,LIC-116376,APT00081
CRW001967,Dmitri,Khan,Captain,AL0004,2017-09-26,Active,LIC-823547,APT00082
CRW001968,Pamela,Roberts,First Officer,AL0001,2019-02-10,Active,LIC-590078,APT00099
CRW001969,Amy,Dubois,Purser,AL0002,2006-12-02,Active,LIC-899106,APT00032
CRW001970,Daniel,Carter,Flight Attendant,AL0017,2017-03-08,Active,LIC-472465,APT00079
CRW001971,Melissa,Brown,Purser,AL0016,2014-06-09,Active,LIC-806791,APT00224
CRW001972,Yuki,Kowalski,Flight Attendant,AL0011,2023-05-17,Active,LIC-858397,APT00001
CRW001973,Amanda,Moore,Flight Attendant,AL0012,2020-04-12,Active,LIC-392413,APT00144
CRW001974,Michael,Hernandez,Flight Attendant,AL0007,2002-03-16,Active,LIC-678074,APT00173
CRW001975,Sandra,Suzuki,Flight Attendant,AL0004,2013-06-29,On Leave,LIC-514804,APT00036
CRW001976,Anna,Thomas,Flight Attendant,AL0001,2019-09-15,On Leave,LIC-488706,APT00028
CRW001977,Pamela,Nelson,Flight Attendant,AL0014,2004-08-08,Active,LIC-819760,APT00139
CRW001978,Sven,Hill,Captain,AL0001,2013-01-01,Active,LIC-303406,APT00055
CRW001979,Sofia,Rossi,Flight Attendant,AL0003,2007-07-29,Active,LIC-207684,APT00245
CRW001980,Amy,Brown,Captain,AL0016,2004-09-12,On Leave,LIC-532379,APT00048
CRW001981,Eric,Rodriguez,Flight Attendant,AL0012,2001-04-06,Active,LIC-839483,APT00033
CRW001982,Dennis,King,Flight Attendant,AL0010,1996-02-11,On Leave,LIC-246694,APT00083
CRW001983,Jennifer,Nguyen,Flight Attendant,AL0005,2018-07-23,Active,LIC-406195,APT00083
CRW001984,Anna,Silva,Flight Attendant,AL0003,2020-09-23,Active,LIC-700310,APT00041
CRW001985,Jeffrey,Carter,Purser,AL0010,2015-06-23,Active,LIC-529167,APT00167
CRW001986,Janet,Lopez,Purser,AL0008,2002-07-29,Active,LIC-645155,APT00087
CRW001987,Dennis,Fernandez,Flight Attendant,AL0011,1995-08-04,Active,LIC-575216,APT00132
CRW001988,Brandon,Torres,Purser,AL0004,2014-11-06,Active,LIC-829063,APT00061
CRW001989,Brandon,Pereira,Purser,AL0005,2001-04-13,Active,LIC-887730,APT00025
CRW001990,Samuel,Diaz,Purser,AL0003,2012-03-30,Active,LIC-504575,APT00016
CRW001991,Helen,Jones,Flight Attendant,AL0009,2025-06-25,Inactive,LIC-488451,APT00014
CRW001992,Betty,Green,First Officer,AL0006,1995-02-21,On Leave,LIC-350783,APT00218
CRW001993,Paul,King,Flight Attendant,AL0005,2013-02-18,Active,LIC-499366,APT00067
CRW001994,Rachel,Flores,First Officer,AL0011,2026-03-29,Active,LIC-852754,APT00077
CRW001995,Justin,Harris,First Officer,AL0010,2005-07-03,Inactive,LIC-551487,APT00145
CRW001996,Mark,Hall,Purser,AL0005,2020-08-01,On Leave,LIC-721896,APT00024
CRW001997,Fatima,Flores,Captain,AL0014,2021-01-06,Inactive,LIC-476566,APT00151
CRW001998,Dmitri,Anderson,Flight Attendant,AL0007,2010-04-14,Active,LIC-736037,APT00131
CRW001999,Pamela,White,Flight Attendant,AL0007,2004-08-22,Active,LIC-741187,APT00198
CRW002000,Betty,Lopez,Flight Attendant,AL0010,2016-05-16,Active,LIC-575275,APT00031
CRW002001,Sofia,Kowalski,First Officer,AL0003,2014-06-18,Active,LIC-941047,APT00005
CRW002002,Mark,Singh,Flight Attendant,AL0009,2009-12-21,Active,LIC-888379,APT00194
CRW002003,Stephanie,Young,Flight Attendant,AL0012,2001-01-20,Active,LIC-242576,APT00093
CRW002004,Yuki,Young,Flight Attendant,AL0003,2018-05-24,Active,LIC-305004,APT00016
CRW002005,Gary,Miller,Flight Attendant,AL0012,2001-08-22,Inactive,LIC-959316,APT00140
CRW002006,Sandra,White,Flight Attendant,AL0001,1999-03-22,On Leave,LIC-461522,APT00117
CRW002007,Elizabeth,Park,Flight Attendant,AL0013,1997-02-10,On Leave,LIC-379354,APT00238
CRW002008,Carol,Williams,Captain,AL0001,2009-01-08,Inactive,LIC-816608,APT00236
CRW002009,Benjamin,Lopez,Purser,AL0004,1998-10-10,Inactive,LIC-641932,APT00135
CRW002010,Christine,Kowalski,Flight Attendant,AL0008,2005-07-17,Active,LIC-219664,APT00040
CRW002011,Anthony,Adams,Flight Attendant,AL0013,2002-08-06,Active,LIC-182604,APT00187
CRW002012,Karen,Williams,Purser,AL0015,2009-06-10,On Leave,LIC-827297,APT00051
CRW002013,Frank,Flores,First Officer,AL0010,2019-06-07,Inactive,LIC-788373,APT00210
CRW002014,Karen,Muller,Flight Attendant,AL0003,2009-02-25,On Leave,LIC-417335,APT00151
CRW002015,Linda,Ramirez,Flight Attendant,AL0008,2012-07-02,On Leave,LIC-876207,APT00089
CRW002016,Ryan,Walker,Captain,AL0016,1999-07-01,Active,LIC-212953,APT00245
CRW002017,Jonathan,Kim,Flight Attendant,AL0002,1998-07-21,Active,LIC-882129,APT00129
CRW002018,Sandra,Mitchell,Flight Attendant,AL0015,2025-09-05,Active,LIC-171234,APT00097
CRW002019,Margaret,Yamamoto,Flight Attendant,AL0008,2014-06-24,Active,LIC-672462,APT00048
CRW002020,Mark,Martin,Flight Attendant,AL0001,1995-06-27,Active,LIC-858725,APT00163
CRW002021,Michelle,Thompson,Purser,AL0014,2012-10-02,Inactive,LIC-657370,APT00068
CRW002022,Mary,Gonzalez,Captain,AL0001,1995-04-26,Active,LIC-800753,APT00039
CRW002023,Mary,Wang,Flight Attendant,AL0008,1997-06-04,Active,LIC-409432,APT00030
CRW002024,Brian,Nelson,First Officer,AL0004,2006-09-25,Inactive,LIC-359236,APT00161
CRW002025,John,Ramirez,Captain,AL0012,2015-08-16,Inactive,LIC-339338,APT00231
CRW002026,Joshua,Kumar,First Officer,AL0002,2014-06-28,Active,LIC-204725,APT00064
CRW002027,Helen,Walker,Flight Attendant,AL0002,2019-11-07,Active,LIC-349596,APT00055
CRW002028,Patricia,Thomas,Flight Attendant,AL0011,2000-08-23,Active,LIC-322510,APT00154
CRW002029,Justin,Baker,First Officer,AL0020,2001-01-08,Inactive,LIC-781028,APT00036
CRW002030,Justin,Wright,Flight Attendant,AL0001,2011-10-02,On Leave,LIC-291688,APT00023
CRW002031,Jonathan,Allen,Purser,AL0010,2022-04-17,Active,LIC-249362,APT00160
CRW002032,Pamela,Scott,First Officer,AL0017,2017-09-15,Active,LIC-759749,APT00132
CRW002033,Maria,Park,Flight Attendant,AL0006,2016-01-11,Active,LIC-584064,APT00008
CRW002034,William,Moore,Flight Attendant,AL0010,1997-12-15,On Leave,LIC-294006,APT00060
CRW002035,Christopher,Thompson,Purser,AL0017,2022-08-02,Inactive,LIC-735304,APT00050
CRW002036,Joshua,Rivera,Purser,AL0015,2025-12-05,Active,LIC-294488,APT00171
CRW002037,Samuel,Brown,Flight Attendant,AL0006,2013-04-17,On Leave,LIC-807020,APT00167
CRW002038,Hiro,Lopez,Purser,AL0016,2005-07-30,Active,LIC-129041,APT00187
CRW002039,Liam,Rivera,Purser,AL0014,2015-10-25,Active,LIC-631119,APT00025
CRW002040,Helen,Green,Purser,AL0011,2015-03-08,Active,LIC-637173,APT00213
CRW002041,Deborah,Chen,Purser,AL0009,2024-03-10,Active,LIC-435551,APT00053
CRW002042,Deborah,Martinez,Flight Attendant,AL0019,1998-06-24,Active,LIC-720080,APT00249
CRW002043,Linda,Novak,Captain,AL0018,2011-03-10,Active,LIC-441751,APT00218
CRW002044,Sharon,Hill,Purser,AL0020,2017-04-16,Active,LIC-688140,APT00115
CRW002045,Kathleen,Gonzalez,Purser,AL0014,2005-12-18,Inactive,LIC-301198,APT00197
CRW002046,Matthew,Harris,First Officer,AL0008,2021-05-28,On Leave,LIC-611738,APT00168
CRW002047,Patrick,Jackson,Purser,AL0003,1997-01-12,Active,LIC-780633,APT00194
CRW002048,Maria,Torres,Purser,AL0003,1998-04-23,On Leave,LIC-969466,APT00005
CRW002049,Andrew,Nguyen,Purser,AL0020,2019-11-05,Active,LIC-424262,APT00021
CRW002050,Ivan,Wright,Flight Attendant,AL0008,1998-12-15,On Leave,LIC-525464,APT00227
CRW002051,Richard,Torres,Flight Attendant,AL0003,2008-02-24,Active,LIC-528707,APT00196
CRW002052,Ivan,Yamamoto,Flight Attendant,AL0005,2003-10-31,Active,LIC-874121,APT00154
CRW002053,Patrick,Oliveira,First Officer,AL0001,2016-08-14,Active,LIC-966304,APT00079
CRW002054,Anthony,Flores,Flight Attendant,AL0011,1995-05-17,Inactive,LIC-681408,APT00106
CRW002055,Brandon,Pereira,Captain,AL0012,2006-03-19,Active,LIC-839931,APT00099
CRW002056,Emily,Andersson,Flight Attendant,AL0008,2025-12-23,Active,LIC-175745,APT00109
CRW002057,Catherine,Andersson,First Officer,AL0015,2006-08-03,Inactive,LIC-783347,APT00158
CRW002058,Karen,Jackson,Flight Attendant,AL0010,2013-10-19,Inactive,LIC-829078,APT00190
CRW002059,Sandra,Scott,Purser,AL0020,2026-01-15,Active,LIC-743411,APT00096
CRW002060,Andrew,Lewis,First Officer,AL0016,2014-02-02,On Leave,LIC-625949,APT00209
CRW002061,Lisa,Davis,Captain,AL0002,2018-09-20,Active,LIC-909620,APT00023
CRW002062,Donna,Miller,Flight Attendant,AL0006,2025-02-16,Active,LIC-688172,APT00202
CRW002063,Larry,Roberts,Purser,AL0016,2014-05-23,Inactive,LIC-861749,APT00170
CRW002064,Pamela,King,First Officer,AL0011,2021-02-20,Active,LIC-262204,APT00128
CRW002065,Eric,Johansson,Flight Attendant,AL0016,2010-12-20,Active,LIC-698846,APT00094
CRW002066,Daniel,Wang,Captain,AL0007,2020-07-31,On Leave,LIC-493740,APT00093
CRW002067,Matthew,Miller,Purser,AL0001,2015-03-03,On Leave,LIC-881477,APT00091
CRW002068,Liam,Kowalski,Captain,AL0016,2005-08-31,On Leave,LIC-892523,APT00237
CRW002069,Donald,Flores,Captain,AL0016,2012-07-15,On Leave,LIC-859586,APT00007
CRW002070,Richard,Rivera,Captain,AL0013,2005-07-09,Active,LIC-293887,APT00159
CRW002071,Jason,Pereira,First Officer,AL0009,2007-06-23,Active,LIC-543072,APT00248
CRW002072,James,Patel,Flight Attendant,AL0001,2004-03-01,On Leave,LIC-100112,APT00136
CRW002073,Michelle,Johnson,Purser,AL0015,2010-06-06,Inactive,LIC-981669,APT00160
CRW002074,Chen,Anderson,Flight Attendant,AL0014,2005-11-22,Active,LIC-331757,APT00150
CRW002075,Steven,Wright,First Officer,AL0014,2014-09-01,Active,LIC-661988,APT00127
CRW002076,Frank,Williams,Flight Attendant,AL0004,2006-08-11,Active,LIC-538787,APT00158
CRW002077,Ryan,Wilson,Captain,AL0015,2010-06-05,Active,LIC-914161,APT00226
CRW002078,Kevin,Silva,Captain,AL0015,1999-05-26,On Leave,LIC-839149,APT00179
CRW002079,Emma,Lopez,Captain,AL0018,2007-02-23,Inactive,LIC-799236,APT00213
CRW002080,Anna,Wilson,Flight Attendant,AL0012,2006-03-08,Inactive,LIC-678961,APT00139
CRW002081,Joshua,Green,Flight Attendant,AL0015,2025-03-12,Active,LIC-207443,APT00194
CRW002082,Anthony,Davis,Flight Attendant,AL0009,2009-01-13,Active,LIC-927156,APT00219
CRW002083,Liam,Lee,Flight Attendant,AL0014,1995-09-05,Inactive,LIC-156367,APT00053
CRW002084,Christopher,Santos,First Officer,AL0014,2004-09-19,Active,LIC-510007,APT00215
CRW002085,Ana,Kim,Flight Attendant,AL0016,2017-12-01,Inactive,LIC-441481,APT00172
CRW002086,Jeffrey,Pereira,Flight Attendant,AL0018,2000-03-12,Active,LIC-451733,APT00111
CRW002087,Freya,Lewis,Flight Attendant,AL0001,2000-02-14,Active,LIC-979508,APT00194
CRW002088,Kevin,Roberts,Flight Attendant,AL0016,2006-09-24,Active,LIC-308276,APT00043
CRW002089,Angela,Martin,Purser,AL0016,2006-03-18,Inactive,LIC-621961,APT00175
CRW002090,Brenda,Walker,Captain,AL0011,2010-02-09,Active,LIC-296256,APT00145
CRW002091,Kenneth,Wilson,Captain,AL0011,1996-01-27,Active,LIC-920392,APT00223
CRW002092,Anthony,Johansson,Flight Attendant,AL0015,2017-08-23,Active,LIC-762498,APT00156
CRW002093,Gary,Anderson,Flight Attendant,AL0010,2001-09-21,Active,LIC-473358,APT00132
CRW002094,Emma,Taylor,Flight Attendant,AL0009,2017-05-06,On Leave,LIC-172323,APT00131
CRW002095,Ashley,Nguyen,Flight Attendant,AL0017,2012-09-26,Active,LIC-237424,APT00139
CRW002096,Patrick,Wright,First Officer,AL0016,2001-05-14,Active,LIC-318441,APT00223
CRW002097,Scott,Sanchez,Purser,AL0005,2009-10-01,On Leave,LIC-465660,APT00197
CRW002098,Karen,Lewis,Purser,AL0017,1996-02-25,Active,LIC-897304,APT00024
CRW002099,Sofia,White,Flight Attendant,AL0007,2017-01-18,On Leave,LIC-207616,APT00134
CRW002100,Jennifer,Park,Flight Attendant,AL0003,2004-07-18,Active,LIC-619228,APT00072
CRW002101,Brandon,Campbell,Flight Attendant,AL0018,2007-01-18,On Leave,LIC-412588,APT00042
CRW002102,Edward,Park,Flight Attendant,AL0005,1999-12-09,Active,LIC-141928,APT00217
CRW002103,Brandon,Fernandez,Purser,AL0005,2006-06-20,On Leave,LIC-657394,APT00215
CRW002104,Patrick,Chen,Flight Attendant,AL0006,2007-06-08,Active,LIC-733828,APT00235
CRW002105,Samuel,Johansson,Flight Attendant,AL0010,2002-01-25,Inactive,LIC-963531,APT00099
CRW002106,Brandon,Rodriguez,Flight Attendant,AL0004,2025-10-07,Active,LIC-556013,APT00107
CRW002107,Priya,Santos,Flight Attendant,AL0004,2003-10-16,Active,LIC-392860,APT00195
CRW002108,Frank,Hill,Flight Attendant,AL0008,2000-09-08,Active,LIC-869068,APT00049
CRW002109,Maria,Ali,Captain,AL0005,2012-03-22,Active,LIC-322621,APT00014
CRW002110,Timothy,Martin,Flight Attendant,AL0004,2005-01-07,Active,LIC-714189,APT00106
CRW002111,Matthew,Davis,Captain,AL0019,2009-04-06,On Leave,LIC-949049,APT00158
CRW002112,Mark,Suzuki,Flight Attendant,AL0012,2017-10-12,Active,LIC-104001,APT00115
CRW002113,Brenda,Scott,Flight Attendant,AL0001,1997-06-16,On Leave,LIC-932658,APT00053
CRW002114,Amy,Lopez,Flight Attendant,AL0003,2010-12-30,Inactive,LIC-285164,APT00130
CRW002115,Elizabeth,Chen,First Officer,AL0017,1995-09-06,Active,LIC-533417,APT00236
CRW002116,Matthew,Jones,Captain,AL0006,1996-05-19,Active,LIC-332167,APT00069
CRW002117,Elena,Torres,Flight Attendant,AL0004,1997-11-27,Active,LIC-230051,APT00101
CRW002118,Debra,Khan,Flight Attendant,AL0014,2000-01-30,Active,LIC-732008,APT00079
CRW002119,Alexander,Ali,Purser,AL0017,2005-12-23,On Leave,LIC-533969,APT00074
CRW002120,Lisa,Torres,Flight Attendant,AL0008,2024-05-19,Active,LIC-558382,APT00164
CRW002121,Linda,Robinson,Flight Attendant,AL0015,2023-06-21,Active,LIC-535240,APT00094
CRW002122,Paul,Kowalski,Flight Attendant,AL0009,1998-03-29,Active,LIC-772701,APT00156
CRW002123,Chen,Anderson,Captain,AL0003,2026-02-20,Inactive,LIC-969491,APT00005
CRW002124,Jacob,Garcia,Flight Attendant,AL0016,2014-12-14,Active,LIC-561579,APT00166
CRW002125,Jack,Gonzalez,Purser,AL0019,2012-05-24,On Leave,LIC-240033,APT00027
CRW002126,Ryan,Costa,Flight Attendant,AL0020,2019-11-22,On Leave,LIC-394645,APT00095
CRW002127,Ryan,Nguyen,Flight Attendant,AL0003,2010-03-21,Active,LIC-546427,APT00219
CRW002128,Larry,Williams,Purser,AL0012,2003-05-04,Active,LIC-193294,APT00085
CRW002129,Ana,Wilson,Flight Attendant,AL0013,2011-08-22,Active,LIC-306196,APT00175
CRW002130,Edward,Williams,Captain,AL0002,2017-10-12,Active,LIC-282359,APT00088
CRW002131,Anna,Andersson,Flight Attendant,AL0020,2016-06-12,Active,LIC-975659,APT00226
CRW002132,Liam,Torres,Captain,AL0003,2000-05-03,Active,LIC-460701,APT00238
CRW002133,Brian,Garcia,Flight Attendant,AL0006,2024-06-22,On Leave,LIC-891139,APT00228
CRW002134,Priya,Moore,Purser,AL0020,2003-12-12,Active,LIC-596308,APT00099
CRW002135,Nicholas,Roberts,Captain,AL0012,2020-10-05,Active,LIC-555481,APT00080
CRW002136,Fatima,Mitchell,Purser,AL0014,2004-10-18,Inactive,LIC-944772,APT00152
CRW002137,Jeffrey,Andersson,Flight Attendant,AL0010,1996-12-28,Active,LIC-722756,APT00205
CRW002138,Pamela,Williams,First Officer,AL0016,2026-04-22,Active,LIC-315747,APT00131
CRW002139,Joshua,Garcia,First Officer,AL0002,2013-07-01,Active,LIC-353482,APT00185
CRW002140,Scott,Williams,First Officer,AL0014,2001-09-28,Active,LIC-699475,APT00220
CRW002141,Donna,Young,Captain,AL0002,1995-01-04,Inactive,LIC-102017,APT00189
CRW002142,Brenda,Ivanov,First Officer,AL0004,1999-01-22,Active,LIC-237291,APT00093
CRW002143,Jack,Wang,Flight Attendant,AL0011,2000-05-03,On Leave,LIC-166892,APT00063
CRW002144,Edward,Taylor,Flight Attendant,AL0009,2024-01-31,Active,LIC-742377,APT00109
CRW002145,Stephanie,Chen,Flight Attendant,AL0004,2000-07-24,Active,LIC-497209,APT00144
CRW002146,Joshua,Chen,Flight Attendant,AL0016,2000-02-02,Active,LIC-110206,APT00211
CRW002147,Debra,Thomas,Flight Attendant,AL0007,2021-04-27,Active,LIC-767490,APT00076
CRW002148,Anna,Muller,Purser,AL0018,2022-08-16,Active,LIC-690327,APT00041
CRW002149,Kathleen,King,Flight Attendant,AL0001,2001-07-26,Inactive,LIC-746772,APT00079
CRW002150,Patricia,Jones,First Officer,AL0005,2015-06-08,Active,LIC-246895,APT00149
CRW002151,Susan,Young,Flight Attendant,AL0006,2011-10-16,On Leave,LIC-887446,APT00059
CRW002152,James,Rossi,Captain,AL0012,2013-02-14,Active,LIC-262291,APT00100
CRW002153,Chen,Kumar,Flight Attendant,AL0009,2004-10-12,Active,LIC-613782,APT00065
CRW002154,Chen,Perez,Captain,AL0004,2018-08-09,On Leave,LIC-603016,APT00247
CRW002155,William,Schmidt,First Officer,AL0012,2022-09-05,Active,LIC-296849,APT00129
CRW002156,Jennifer,Young,Purser,AL0020,2017-10-22,Active,LIC-437870,APT00181
CRW002157,Janet,Torres,Flight Attendant,AL0003,2023-05-17,On Leave,LIC-146978,APT00131
CRW002158,Gary,Miller,Captain,AL0006,1998-06-22,Active,LIC-524174,APT00003
CRW002159,Emily,Diaz,First Officer,AL0010,2015-08-23,On Leave,LIC-709400,APT00066
CRW002160,Brenda,Kowalski,Purser,AL0015,2026-05-26,Inactive,LIC-377999,APT00210
CRW002161,Mark,Thomas,Flight Attendant,AL0003,2011-10-30,On Leave,LIC-583991,APT00128
CRW002162,Lisa,Hall,Flight Attendant,AL0005,2024-08-04,Active,LIC-958119,APT00176
CRW002163,Brian,Dubois,Flight Attendant,AL0005,2005-12-11,Active,LIC-311153,APT00191
CRW002164,Mohammed,Green,Flight Attendant,AL0013,2023-03-03,Inactive,LIC-361590,APT00141
CRW002165,Patrick,Taylor,Purser,AL0002,2024-06-29,On Leave,LIC-207994,APT00145
CRW002166,Daniel,Pereira,Flight Attendant,AL0014,2014-07-20,Inactive,LIC-587842,APT00060
CRW002167,Angela,Perez,Captain,AL0009,2017-02-19,Inactive,LIC-283457,APT00063
CRW002168,Ahmed,Clark,Captain,AL0007,2011-06-05,Active,LIC-868919,APT00038
CRW002169,Carlos,Robinson,First Officer,AL0018,2004-12-16,Active,LIC-361848,APT00075
CRW002170,Carolyn,Watanabe,First Officer,AL0017,2011-11-06,Active,LIC-697762,APT00158
CRW002171,Jessica,Green,Purser,AL0017,2025-03-27,Active,LIC-270294,APT00233
CRW002172,Mark,Ali,Flight Attendant,AL0018,1995-06-21,Inactive,LIC-390498,APT00110
CRW002173,Anthony,Yamamoto,Flight Attendant,AL0005,2001-06-11,Active,LIC-254076,APT00151
CRW002174,Charles,Choi,Purser,AL0018,2010-09-10,Active,LIC-597192,APT00216
CRW002175,Nancy,Novak,First Officer,AL0004,2005-08-30,Inactive,LIC-124995,APT00170
CRW002176,Emily,Yamamoto,Flight Attendant,AL0007,2014-08-06,Active,LIC-174691,APT00066
CRW002177,Eric,Santos,First Officer,AL0012,2006-04-30,On Leave,LIC-551280,APT00071
CRW002178,Melissa,Diaz,Flight Attendant,AL0015,2015-09-11,Active,LIC-591117,APT00160
CRW002179,Ronald,Patel,Purser,AL0012,1998-05-05,Inactive,LIC-396745,APT00072
CRW002180,Sandra,Hernandez,Flight Attendant,AL0012,2005-06-08,Active,LIC-488249,APT00063
CRW002181,Charles,Martinez,Flight Attendant,AL0008,2016-10-07,Active,LIC-474837,APT00148
CRW002182,Freya,Silva,First Officer,AL0012,2009-10-21,Inactive,LIC-782139,APT00160
CRW002183,Anna,Sanchez,Purser,AL0010,2017-06-03,Inactive,LIC-501805,APT00064
CRW002184,Betty,Costa,Flight Attendant,AL0010,2014-12-28,On Leave,LIC-863111,APT00013
CRW002185,Maria,Choi,First Officer,AL0012,2005-04-27,On Leave,LIC-295324,APT00193
CRW002186,Heather,Patel,Captain,AL0013,2008-06-15,Inactive,LIC-279654,APT00098
CRW002187,Elena,Rossi,First Officer,AL0007,2025-04-22,Inactive,LIC-463352,APT00159
CRW002188,Karen,Thompson,Captain,AL0003,2025-03-24,On Leave,LIC-173382,APT00044
CRW002189,Scott,Wright,Flight Attendant,AL0006,1996-02-13,Active,LIC-703948,APT00079
CRW002190,Dmitri,Pereira,Captain,AL0009,2017-02-28,On Leave,LIC-451500,APT00152
CRW002191,Dennis,Andersson,First Officer,AL0004,2010-06-04,Active,LIC-429759,APT00032
CRW002192,Betty,Taylor,Flight Attendant,AL0004,1995-01-15,Active,LIC-580734,APT00080
CRW002193,Mohammed,Choi,Flight Attendant,AL0020,2014-12-03,Active,LIC-173893,APT00180
CRW002194,Ronald,Flores,Flight Attendant,AL0006,1995-09-25,Inactive,LIC-439121,APT00193
CRW002195,Ryan,Kowalski,Flight Attendant,AL0015,2005-01-06,Active,LIC-974994,APT00089
CRW002196,Angela,Adams,First Officer,AL0003,2016-09-08,Inactive,LIC-665704,APT00029
CRW002197,Patrick,Carter,Flight Attendant,AL0020,2020-07-13,Inactive,LIC-616577,APT00007
CRW002198,Joseph,Gonzalez,First Officer,AL0005,2007-12-19,Inactive,LIC-555085,APT00140
CRW002199,Nicholas,Ramirez,Flight Attendant,AL0008,2020-05-29,Active,LIC-521850,APT00174
CRW002200,Jerry,Ali,Flight Attendant,AL0016,2021-05-16,On Leave,LIC-942962,APT00149
CRW002201,Shirley,Kowalski,Flight Attendant,AL0005,2009-01-22,Active,LIC-937318,APT00102
CRW002202,Steven,Davis,Flight Attendant,AL0011,2000-06-08,Active,LIC-468451,APT00006
CRW002203,Michael,Miller,Captain,AL0016,2015-09-17,Active,LIC-932255,APT00057
CRW002204,Shirley,Kumar,First Officer,AL0001,1995-06-08,Active,LIC-174244,APT00009
CRW002205,Frank,Scott,Flight Attendant,AL0001,2023-01-23,Inactive,LIC-387741,APT00116
CRW002206,Shirley,Kowalski,First Officer,AL0016,2007-03-12,Inactive,LIC-371741,APT00078
CRW002207,Dmitri,Garcia,Flight Attendant,AL0006,2018-11-17,Active,LIC-727533,APT00018
CRW002208,Larry,Ramirez,Flight Attendant,AL0019,2018-02-15,Active,LIC-645303,APT00153
CRW002209,Jacob,Williams,First Officer,AL0019,2009-11-09,Active,LIC-525348,APT00093
CRW002210,Michael,Khan,Flight Attendant,AL0018,2025-07-12,Active,LIC-330422,APT00241
CRW002211,Angela,Novak,Flight Attendant,AL0020,2020-01-07,Inactive,LIC-556182,APT00105
CRW002212,Christopher,Gonzalez,Flight Attendant,AL0017,2022-10-05,Active,LIC-342089,APT00023
CRW002213,Gregory,Sanchez,Captain,AL0008,1997-12-13,Active,LIC-547731,APT00177
CRW002214,Karen,Kowalski,First Officer,AL0020,2010-03-17,Active,LIC-405614,APT00176
CRW002215,Olga,Brown,Captain,AL0007,2024-11-27,Inactive,LIC-899759,APT00233
CRW002216,Andrew,Oliveira,Captain,AL0012,2020-07-15,Active,LIC-771526,APT00174
CRW002217,Edward,Suzuki,Captain,AL0001,2009-04-07,Active,LIC-257743,APT00091
CRW002218,Sarah,Gonzalez,Purser,AL0020,1997-03-18,Active,LIC-946118,APT00168
CRW002219,Margaret,Lopez,Captain,AL0012,2003-11-13,Inactive,LIC-692902,APT00200
CRW002220,Liam,Kumar,First Officer,AL0019,2012-12-23,Active,LIC-415338,APT00130
CRW002221,Paul,Smith,Flight Attendant,AL0008,2015-03-02,Inactive,LIC-577414,APT00199
CRW002222,Kathleen,Green,Flight Attendant,AL0007,2024-01-15,Active,LIC-275939,APT00242
CRW002223,Dmitri,Garcia,Flight Attendant,AL0011,1997-12-01,Active,LIC-142141,APT00189
CRW002224,Justin,Nelson,Captain,AL0018,2007-06-15,Active,LIC-478572,APT00126
CRW002225,Robert,Lewis,Flight Attendant,AL0011,2003-07-20,Active,LIC-803957,APT00124
CRW002226,Kevin,Khan,Flight Attendant,AL0016,2025-03-01,Active,LIC-416655,APT00210
CRW002227,George,Suzuki,Captain,AL0005,2000-03-21,Active,LIC-445824,APT00219
CRW002228,Dorothy,Flores,Flight Attendant,AL0016,2001-12-07,On Leave,LIC-991021,APT00066
CRW002229,Mark,Patel,Purser,AL0015,2004-05-10,Inactive,LIC-988525,APT00003
CRW002230,Jacob,Carter,Flight Attendant,AL0018,1998-04-27,Active,LIC-517480,APT00202
